,Choice,Choice2,Amount,AdviceVar1,GambleAdviceNum,GambleAdviceType,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,instructions.started,instructions.stopped,space.keys,space.rt,space.started,space.stopped,chooseInst.started,chooseInst.stopped,Ad1.started,Ad1.stopped,Ad2.started,Ad2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,Ad1pic.started,Ad1pic.stopped,Ad2pic.started,Ad2pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,iSi.started,iSi.stopped,receiveMoneyPicture.started,receiveMoneyPicture.stopped,ISI2.started,ISI2.stopped,ChoicePic.started,ChoicePic.stopped,response.keys,response.started,response.stopped,yesNo.started,yesNo.stopped,ask.started,ask.stopped,getAdv.started,getAdv.stopped,textForCode.started,textForCode.stopped,blank.started,blank.stopped,ChoicePic2.started,ChoicePic2.stopped,resp.keys,resp.rt,resp.started,resp.stopped,checkL1.started,checkL1.stopped,checkR1.started,checkR1.stopped,response.rt,EndPrac.started,EndPrac.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,endText.started,endText.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,age,gender,date,expName,psychopyVersion,frameRate
21,Pictures/IA50_L30.bmp,Pictures/IA50_L30.bmp,50,"Take a leap, I think you should gamble.""""",1,risk,,,,,0,0,0,0,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.190701,None,1013.212697,1014.733375,1014.716669,None,1016.28747,None,0,1018.242627,None,1018.242627,None,1018.242627,None,None,None,None,None,1019.178428,None,1019.178428,None,0,0.271394231,1019.178428,None,1019.495928,1021.167007,None,None,0.759201286,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
22,Pictures/IA25_G10.bmp,Pictures/IA25_G10.bmp,25,"What's life without a little risk?""""",1,risk,,,,,0,0,0,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.18371,None,1023.205709,1024.72638,1024.709674,None,1026.263765,None,0,1028.235634,None,1028.235634,None,1028.235634,None,None,None,None,None,1029.405381,None,1029.405381,None,0,0.260438549,1029.405381,None,1029.706173,1031.410668,None,None,0.974195649,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
23,Pictures/IA75_L60.bmp,Pictures/IA75_L60.bmp,75,"Why not take the gamble?""""",1,risk,,,,,0,0,0,0,0,12,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.427374,None,1033.449376,1034.970048,1034.95334,None,1036.524142,None,0,1038.479301,None,1038.479301,None,1038.479301,None,None,None,None,None,1039.014041,None,1039.014041,None,0,0.291781734,1039.014041,None,1039.348254,1041.019321,None,None,0.378526295,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
24,Pictures/IA75_G60.bmp,Pictures/IA75_G60.bmp,75,"Make it exciting, take a chance!""""",1,risk,,,,,0,0,0,0,0,13,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.036035,None,1043.058032,1044.578705,1044.561995,None,1046.132803,None,0,1048.08796,None,1048.08796,None,1048.08796,None,None,None,None,None,1048.739677,None,1048.739677,None,1,0.254142864,1048.739677,None,None,None,1049.040466,1050.74496,0.48185872,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
25,Pictures/IA50_L40.bmp,Pictures/IA50_L40.bmp,50,"That gamble doesn't sound too good, play it safe.""""",0,safe,,,,,0,0,0,0,0,14,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.761668,None,1052.783694,1054.30434,1054.287635,None,1055.858442,None,0,1057.813593,None,1057.813593,None,1057.813593,None,None,None,None,None,1058.766108,None,1058.766108,None,0,0.251714712,1058.766108,None,1059.066908,1060.771384,None,None,0.756237764,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
26,Pictures/IA80_40_L95p.bmp,Pictures/IA80_40_L95p.bmp,80,"Let's stay with the certain option.""""",0,safe,,,,,0,0,0,0,0,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.788094,None,1062.826806,1064.330768,1064.314059,None,1065.834735,None,1,1067.84002,None,1067.84002,None,1067.84002,None,1068.759111,None,1068.759111,1069.761747,1070.864659,None,1070.864659,None,1,1.225156757,1070.864659,None,None,None,1072.134669,None,0.801798852,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
27,Pictures/IA50_G10.bmp,Pictures/IA50_G10.bmp,50,"Go with the safe option here!""""",0,safe,,,,,0,0,0,0,0,16,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.886651,None,1074.908649,1076.429324,1076.412614,None,1077.95,None,1,1079.938581,None,1079.938581,None,1079.938581,None,1081.00806,None,1081.00806,1082.010701,1083.113613,None,1083.113613,None,0,0.408201246,1083.113613,None,1083.564797,1085.102182,None,None,0.967254626,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
28,Pictures/IA100_G20.bmp,Pictures/IA100_G20.bmp,100,"Go ahead and gamble!""""",1,risk,,,,,0,0,0,0,0,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.118894,None,1087.140902,1088.661563,1088.644858,None,1090.182241,None,0,1092.170819,None,1092.170819,None,1092.170819,None,None,None,None,None,1093.290436,None,1093.290436,None,0,0.391383437,1093.290436,None,1093.724913,1095.279006,None,None,0.959008129,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
29,Pictures/IA50_G30.bmp,Pictures/IA50_G30.bmp,50,"I think you should gamble.""""",1,risk,,,,,0,0,0,0,0,18,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.295718,None,1097.317714,1098.838391,1098.821681,None,1100.359066,None,0,1102.347643,None,1102.347643,None,1102.347643,None,None,None,None,None,1103.066203,None,1103.066203,None,0,0.29561146,1103.066203,None,1103.400413,1105.071484,None,None,0.566194486,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
30,Pictures/IA25_G15.bmp,Pictures/IA25_G15.bmp,25,"I think you should take a gamble.""""",1,risk,,,,,0,0,0,0,0,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.088195,None,1107.110193,1108.630866,1108.614158,None,1110.184964,None,0,1112.14013,None,1112.14013,None,1112.14013,None,None,None,None,None,1112.775126,None,1112.775126,None,0,0.250683312,1112.775126,None,1113.059206,1114.7637,None,None,0.461690017,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
32,Pictures/IA50_G20.bmp,Pictures/IA50_G20.bmp,50,"Let's venture and take a risk!""""",1,risk,,,,,1,0,1,0,0,0,0,2,,,,,,,,,,,,,1125.993302,None,1125.993302,None,1125.993302,None,1,3.480528874,1125.993302,None,1125.993302,None,1125.993302,None,return,5.832291108,1125.993302,None,1131.892182,None,1133.897467,1135.418142,1135.401431,None,1136.922106,None,1,1138.910688,None,1138.910688,None,1138.910688,None,1139.462142,None,1139.462142,1140.464775,1141.567686,None,1141.567686,None,0,0.794137371,1141.567686,None,1142.403219,1143.572967,None,None,0.435145539,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
33,Pictures/IA50_G10.bmp,Pictures/IA50_G10.bmp,50,"Go with the safe option here!""""",0,safe,,,,,1,0,1,0,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.589685,None,1145.611675,1147.132353,1147.115642,None,1148.636318,None,0,1150.641603,None,1150.641603,None,1150.641603,None,None,None,None,None,1152.279252,None,1152.279252,None,0,0.354568349,1152.279252,None,1152.680309,1154.284536,None,None,1.440228882,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
34,Pictures/IA110_55_L95p.bmp,Pictures/IA110_55_L95p.bmp,110,"Trust me, gamble!""""",1,risk,,,,,1,0,1,0,0,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.301245,None,1156.339952,1157.860627,1157.843922,None,1159.381306,None,1,1161.35317,None,1161.35317,None,1161.35317,None,1161.787648,None,1161.787648,1162.790286,1163.893199,None,1163.893199,None,1,0.34861896,1163.893199,None,None,None,1164.277543,1165.881768,0.328655565,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
35,Pictures/IA25_L20.bmp,Pictures/IA25_L20.bmp,25,"Don't be tempted to gamble.""""",0,safe,,,,,1,0,1,0,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.89848,None,1167.920481,1169.441162,1169.424443,None,1170.99525,None,0,1172.950412,None,1172.950412,None,1172.950412,None,None,None,None,None,1174.320684,None,1174.320684,None,0,0.313136758,1174.320684,None,1174.671606,1176.309256,None,None,1.187422186,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
36,Pictures/IA25_G20.bmp,Pictures/IA25_G20.bmp,25,"I wouldn't gamble for this one. """"",0,safe,,,,,1,0,1,0,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.325966,None,1178.347963,1179.868636,1179.851928,None,1181.355893,None,0,1183.377889,None,1183.377889,None,1183.377889,None,None,None,None,None,1184.347113,None,1184.347113,None,0,0.230707213,1184.347113,None,1184.614482,1186.352396,None,None,0.77594195,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
37,Pictures/IA75_G45.bmp,Pictures/IA75_G45.bmp,75,"Don't gamble for this one.""""",0,safe,,,,,1,0,1,0,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.369105,None,1188.39111,1189.911775,1189.895066,None,1191.415743,None,1,1193.42103,None,1193.42103,None,1193.42103,None,1193.8388,None,1193.8388,1194.841439,1195.961057,None,1195.961057,None,0,0.552766469,1195.961057,None,1196.562641,1197.966339,None,None,0.308801623,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
38,Pictures/IA25_L15.bmp,Pictures/IA25_L15.bmp,25,"There's not much on the line here, gamble!""""",1,risk,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.98305,None,1200.005047,1201.525725,1201.509013,None,1203.079823,None,0,1205.034975,None,1205.034975,None,1205.034975,None,None,None,None,None,1206.889868,None,1206.889868,None,0,0.311949304,1206.889868,None,1207.240785,1208.878436,None,None,1.654840021,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
39,Pictures/IA75_G30.bmp,Pictures/IA75_G30.bmp,75,"Be bold, gamble!""""",1,risk,,,,,1,0,1,0,0,7,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.895145,None,1210.917158,1212.437818,1212.421111,None,1214.092176,None,0,1216.030643,None,1216.030643,None,1216.030643,None,None,None,None,None,1217.317347,None,1217.317347,None,0,0.316466321,1217.317347,None,1217.668271,1219.305914,None,None,1.115189089,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
40,Pictures/IA80_40_G95p.bmp,Pictures/IA80_40_G95p.bmp,80,"Think of the payoff, gamble!""""",1,risk,,,,,1,0,1,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.322629,None,1221.361338,1222.882015,1222.865309,None,1224.4194,None,1,1226.374555,None,1226.374555,None,1226.374555,None,1226.84246,None,1226.84246,1227.845093,1228.948005,None,1228.948005,None,0,0.477806907,1228.948005,None,1229.466033,1230.936576,None,None,0.347264773,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
41,Pictures/IA25_G5.bmp,Pictures/IA25_G5.bmp,25,"Let's stay with the certain option.""""",0,safe,,,,,1,0,1,0,0,9,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.953287,None,1232.975292,1234.495959,1234.479248,None,1236.050081,None,0,1238.005213,None,1238.005213,None,1238.005213,None,None,None,None,None,1238.556663,None,1238.556663,None,0,0.245152042,1238.556663,None,1238.840744,1240.561945,None,None,0.348609594,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
42,Pictures/IA25_G15.bmp,Pictures/IA25_G15.bmp,25,"I think you should take a gamble.""""",1,risk,,,,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.578657,None,1242.600655,1244.121328,1244.10462,None,1245.642007,None,0,1247.630582,None,1247.630582,None,1247.630582,None,None,None,None,None,1248.583092,None,1248.583092,None,0,0.314724414,1248.583092,None,1248.934014,1250.571663,None,None,0.771250435,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
43,Pictures/IA75_G15.bmp,Pictures/IA75_G15.bmp,75,"Take a chance!""""",1,risk,,,,,1,0,1,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.588374,None,1252.610376,1254.131045,1254.11434,None,1255.685145,None,0,1257.640299,None,1257.640299,None,1257.640299,None,None,None,None,None,1258.525966,None,1258.525966,None,0,0.35585646,1258.525966,None,1258.927025,1260.531248,None,None,0.729524992,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
44,Pictures/IA80_40_L95p.bmp,Pictures/IA80_40_L95p.bmp,80,"Let's stay with the certain option.""""",0,safe,,,,,1,0,1,0,0,12,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.54796,None,1262.569963,1264.090631,1264.073924,None,1265.628018,None,0,1267.599885,None,1267.599885,None,1267.599885,None,None,None,None,None,1269.170692,None,1269.170692,None,1,0.071129465,1269.170692,None,None,None,1269.287663,1271.159274,1.353930674,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
45,Pictures/IA25_L10.bmp,Pictures/IA25_L10.bmp,25,"Dont be afraid to take the risk!""""",1,risk,,,,,1,0,1,0,0,13,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.175974,None,1273.197969,1274.718644,1274.701937,None,1276.272742,None,1,1278.227899,None,1278.227899,None,1278.227899,None,1278.729222,None,1278.729222,1279.731858,1280.834769,None,1280.834769,None,0,0.615047066,1280.834769,None,1281.486482,1282.840049,None,None,0.373926448,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
46,Pictures/IA100_G80.bmp,Pictures/IA100_G80.bmp,100,"Why not gamble?""""",1,risk,,,,,1,0,1,0,0,14,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.85676,None,1284.912181,1286.416145,1286.399437,None,1287.953528,None,1,1289.908686,None,1289.908686,None,1289.908686,None,1290.877906,None,1290.877906,1291.880545,1292.983461,None,1292.983461,None,0,0.330356927,1292.983461,None,1293.351089,1294.988738,None,None,0.869133157,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
47,Pictures/IA100_G40.bmp,Pictures/IA100_G40.bmp,100,"Try your luck and gamble!""""",1,risk,,,,,1,0,1,0,0,15,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.00545,None,1297.027447,1298.548121,1298.531414,None,1300.102218,None,0,1302.057373,None,1302.057373,None,1302.057373,None,None,None,None,None,1302.658961,None,1302.658961,None,0,0.294865335,1302.658961,None,1302.993171,1304.647536,None,None,0.448446957,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
48,Pictures/IA100_L60.bmp,Pictures/IA100_L60.bmp,100,"You'd have a lot to lose, don't gamble.""""",0,safe,,,,,1,0,1,0,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.664238,None,1306.686239,1308.206912,1308.190208,None,1309.76101,None,0,1311.71617,None,1311.71617,None,1311.71617,None,None,None,None,None,1312.451441,None,1312.451441,None,0,0.254392242,1312.451441,None,1312.752226,1314.456718,None,None,0.565655618,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
49,Pictures/IA100_G60.bmp,Pictures/IA100_G60.bmp,100,"Be cautious, don't gamble for this one.""""",0,safe,,,,,1,0,1,0,0,17,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.473429,None,1316.495428,1318.016102,1317.999393,None,1319.553493,None,0,1321.525354,None,1321.525354,None,1321.525354,None,None,None,None,None,1322.093525,None,1322.093525,None,0,0.228303422,1322.093525,None,1322.360889,1324.0988,None,None,0.388473263,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
50,Pictures/IA75_L45.bmp,Pictures/IA75_L45.bmp,75,"Don't gamble for this one, play it safe.""""",0,safe,,,,,1,0,1,0,0,18,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.11551,None,1326.137524,1327.658183,1327.641475,None,1329.195569,None,0,1331.167436,None,1331.167436,None,1331.167436,None,None,None,None,None,1331.902704,None,1331.902704,None,0,0.555116057,1331.902704,None,1332.504288,1333.907987,None,None,0.562393215,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
51,Pictures/IA50_L20.bmp,Pictures/IA50_L20.bmp,50,"Certainty is boring, take a risk!""""",1,risk,,,,,1,0,1,0,0,19,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.924699,None,1335.9467,1337.46737,1337.450666,None,1339.004758,None,1,1340.976622,None,1340.976622,None,1340.976622,None,1341.778736,None,1341.778736,1342.781376,1343.884293,None,1343.884293,None,0,1.053517613,1343.884293,None,1344.987192,None,None,None,0.673218685,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
53,Pictures/IA25_G10.bmp,Pictures/IA25_G10.bmp,25,"What's life without a little risk?""""",1,risk,,,,,2,0,2,0,0,0,0,15,,,,,,,,,,,,,1356.250211,None,1356.250211,None,1356.250211,None,0,2.319599141,1356.250211,None,1356.250211,None,1356.250211,None,return,3.6553933,1356.250211,None,1359.959989,None,1361.965275,1363.485949,1363.469242,None,1365.006627,None,0,1366.978491,None,1366.978491,None,1366.978491,None,None,None,None,None,1368.298638,None,1368.298638,None,0,0.271181495,1368.298638,None,1368.616152,1370.287208,None,None,1.1433349,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
54,Pictures/IA100_G20.bmp,Pictures/IA100_G20.bmp,100,"Go ahead and gamble!""""",1,risk,,,,,2,0,2,0,0,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.30392,None,1372.325915,1373.846589,1373.829883,None,1375.383981,None,0,1377.355808,None,1377.355808,None,1377.355808,None,None,None,None,None,1378.040981,None,1378.040981,None,0,0.136836437,1378.040981,None,1378.224813,1380.029554,None,None,0.534012288,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
55,Pictures/IA110_55_G95p.bmp,Pictures/IA110_55_G95p.bmp,110,"Take a chance!""""",1,risk,,,,,2,0,2,0,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.046264,None,1382.084974,1383.588934,1383.57223,None,1385.159756,None,1,1387.09819,None,1387.09819,None,1387.09819,None,1387.716484,None,1387.716484,1388.719122,1389.838745,None,1389.838745,None,0,1.163071001,1389.838745,None,1391.041915,None,None,None,0.527636927,,,,,,,,,,,,,999,1,9,1,2019_Dec_03_1004,Test,3.2.4,59.84044777
